	GNM000007925	GNM000011465	GNM000011485	GNM000012465	GNM000012505	GNM000012625	GNM000012645	GNM000014585	GNM000015645	GNM000015665	GNM000015685	GNM000015705	GNM000015965	GNM000018065	GNM000018585	GNM000063505	GNM000153045	GNM000153065	GNM000153285	GNM000153805	GNM000153825	GNM000155635	GNM000158595	GNM000161795	GNM000179235	GNM000179255	GNM000195975	GNM000230675	GNM000515235	GNM000737535	GNM000737595	GNM000757845	GNM000757865	GNM000759855	GNM000759865	GNM000759875	GNM000759885	GNM000759935	GNM000759955	GNM000759975	GNM000760015	GNM000760035	GNM000760055	GNM000760075	GNM000760095	GNM000760115	GNM000760155	GNM000760175	GNM000760195	GNM000760215	GNM000760235	GNM000760255	GNM000760275	GNM000760295	GNM000760335	GNM000760355	GNM000760375	GNM001040845	GNM001631935	GNM001631965	GNM001631985	GNM001632005	GNM001632025	GNM001632045	GNM001632065	GNM001632075	GNM001632105	GNM001632125	GNM001632145	GNM001632165	GNM001885215	GNM001989415	GNM001989435	GNM001989455	GNM002006815	GNM002252625	GNM002252635	GNM002252665	GNM002252675	GNM002812945	GNM003011125	GNM003011885	GNM003208055	GNM003208065	GNM004209775	GNM004332405	GNM004332415	GNM007828135	GNM008807075	GNM009834675	GNM900088535
OG0009054						GNM000012625__gene1311																																																																																					
OG0009055						GNM000012625__gene1317																																																																																					
OG0009056						GNM000012625__gene1323																																																																																					
OG0009057						GNM000012625__gene1421																																																																																					
OG0009058						GNM000012625__gene1452																																																																																					
OG0009059						GNM000012625__gene1491																																																																																					
OG0009060						GNM000012625__gene1492																																																																																					
OG0009061						GNM000012625__gene1494																																																																																					
OG0009062						GNM000012625__gene1497																																																																																					
OG0009063						GNM000012625__gene1499																																																																																					
OG0009064						GNM000012625__gene1622																																																																																					
OG0009065						GNM000012625__gene1639																																																																																					
OG0009066						GNM000012625__gene1640																																																																																					
OG0009067						GNM000012625__gene1646																																																																																					
OG0009068						GNM000012625__gene1647																																																																																					
OG0009069						GNM000012625__gene1655																																																																																					
OG0009070						GNM000012625__gene1671																																																																																					
OG0009071						GNM000012625__gene1686																																																																																					
OG0009072						GNM000012625__gene1688																																																																																					
OG0009073						GNM000012625__gene1704																																																																																					
OG0009074						GNM000012625__gene1765																																																																																					
OG0009075						GNM000012625__gene1766																																																																																					
OG0009076						GNM000012625__gene1774																																																																																					
OG0009077						GNM000012625__gene1775																																																																																					
OG0009078						GNM000012625__gene1776																																																																																					
OG0009079						GNM000012625__gene1778																																																																																					
OG0009080						GNM000012625__gene1779																																																																																					
OG0009081						GNM000012625__gene1795																																																																																					
OG0009082						GNM000012625__gene1802																																																																																					
OG0009083						GNM000012625__gene1803																																																																																					
OG0009084						GNM000012625__gene1806																																																																																					
OG0009085						GNM000012625__gene1810																																																																																					
OG0009086						GNM000012625__gene1820																																																																																					
OG0009087						GNM000012625__gene1826																																																																																					
OG0009088						GNM000012625__gene1832																																																																																					
OG0009089						GNM000012625__gene1833																																																																																					
OG0009090						GNM000012625__gene1835																																																																																					
OG0009091						GNM000012625__gene1836																																																																																					
OG0009092						GNM000012625__gene1837																																																																																					
OG0009093						GNM000012625__gene1839																																																																																					
OG0009094						GNM000012625__gene1840																																																																																					
OG0009095						GNM000012625__gene1841																																																																																					
OG0009096						GNM000012625__gene1842																																																																																					
OG0009097						GNM000012625__gene1844																																																																																					
OG0009098						GNM000012625__gene1847																																																																																					
OG0009099						GNM000012625__gene1848																																																																																					
OG0009100						GNM000012625__gene1850																																																																																					
OG0009101						GNM000012625__gene1851																																																																																					
OG0009102						GNM000012625__gene1854																																																																																					
OG0009103						GNM000012625__gene1859																																																																																					
OG0009104						GNM000012625__gene1861																																																																																					
OG0009105						GNM000012625__gene1864																																																																																					
OG0009106						GNM000012625__gene1869																																																																																					
OG0009107						GNM000012625__gene1872																																																																																					
OG0009108						GNM000012625__gene1873																																																																																					
OG0009109						GNM000012625__gene1878																																																																																					
OG0009110						GNM000012625__gene1922																																																																																					
OG0009111						GNM000012625__gene1924																																																																																					
OG0009112						GNM000012625__gene1925																																																																																					
OG0009113						GNM000012625__gene1926																																																																																					
OG0009114						GNM000012625__gene1927																																																																																					
OG0009115						GNM000012625__gene1928																																																																																					
OG0009116						GNM000012625__gene1931																																																																																					
OG0009117						GNM000012625__gene1932																																																																																					
OG0009118						GNM000012625__gene1934																																																																																					
OG0009119						GNM000012625__gene1936																																																																																					
OG0009120						GNM000012625__gene2050																																																																																					
OG0009121						GNM000012625__gene2053																																																																																					
OG0009122						GNM000012625__gene2054																																																																																					
OG0009123						GNM000012625__gene2060																																																																																					
OG0009124						GNM000012625__gene2065																																																																																					
OG0009125						GNM000012625__gene2126																																																																																					
OG0009126						GNM000012625__gene2157																																																																																					
OG0009127						GNM000012625__gene2158																																																																																					
OG0009128						GNM000012625__gene2160																																																																																					
OG0009129						GNM000012625__gene2175																																																																																					
OG0009130						GNM000012625__gene2176																																																																																					
OG0009131						GNM000012625__gene2243																																																																																					
OG0009132						GNM000012625__gene2274																																																																																					
OG0009133						GNM000012625__gene2295																																																																																					
OG0009134						GNM000012625__gene2301																																																																																					
OG0009135						GNM000012625__gene2392																																																																																					
OG0009136						GNM000012625__gene2394																																																																																					
OG0009137						GNM000012625__gene2395																																																																																					
OG0009138						GNM000012625__gene2397																																																																																					
OG0009139						GNM000012625__gene2398																																																																																					
OG0009140						GNM000012625__gene2401																																																																																					
OG0009141						GNM000012625__gene2402																																																																																					
OG0009142						GNM000012625__gene2405																																																																																					
OG0009143						GNM000012625__gene2406																																																																																					
OG0009144						GNM000012625__gene2409																																																																																					
OG0009145						GNM000012625__gene2413																																																																																					
OG0009146						GNM000012625__gene2418																																																																																					
OG0009147						GNM000012625__gene2476																																																																																					
OG0009148						GNM000012625__gene2659																																																																																					
OG0009149						GNM000012625__gene2660																																																																																					
OG0009150						GNM000012625__gene2661																																																																																					
OG0009151						GNM000012625__gene2662																																																																																					
OG0009152						GNM000012625__gene2663																																																																																					
OG0009153						GNM000012625__gene2665																																																																																					
OG0009154						GNM000012625__gene2668																																																																																					
OG0009155						GNM000012625__gene2669																																																																																					
OG0009156						GNM000012625__gene2670																																																																																					
OG0009157						GNM000012625__gene2686																																																																																					
